rooms	price	area	address	date	x	y	squaremeter price
3.0	830.0	82.15	Gensinger Straße 19, Friedrichsfelde (Lichtenberg), Berlin	2017	400129.5508496389	5819108.692029998	10.1034692635423
2.0	639.0	63.82	Gensinger Straße 25, Friedrichsfelde (Lichtenberg), Berlin	2017	400153.95941982896	5819078.5634893775	10.01253525540583
2.0	626.0	62.58	Gensinger Straße 21, Friedrichsfelde (Lichtenberg), Berlin	2017	400172.1950387359	5819177.577585699	10.003195909236178
1.0	340.0	48.0	Tempelhofer Damm 219, Tempelhof (Tempelhof), Berlin	2017	390219.135300404	5813021.911334856	7.083333333333333
3.0	1152.0	92.14	Varziner Straße 11, Friedenau (Schöneberg), Berlin	2017	386269.6601272281	5815457.772863925	12.502713262426742
4.0	1446.0	115.68	Badensche Straße 40, Wilmersdorf (Wilmersdorf), Berlin	2017	386752.9938320562	5816382.269225473	12.5
3.0	1499.0	99.71	Stindestr. 17, Steglitz (Steglitz), Berlin	2017	387240.1872618118	5812198.812254133	15.033597432554409
1.0	590.0	38.98	Aroser Allee 109, Reinickendorf (Reinickendorf), Berlin	2017	388255.31554556	5825317.990072434	15.135967162647512
2.0	552.55	62.79	Uhlenhorster Str. 26, Köpenick (Köpenick), Berlin	2017	404334.8501795004	5813441.530860468	8.799968147794234
3.0	1050.0	60.32	Margarete-Walter-Straße 11, Prenzlauer Berg (Prenzlauer Berg), Berlin	2017	394159.0339122758	5821936.471274157	17.407161803713528
5.0	1750.0	148.0	Hagelberger Str. 47, Kreuzberg (Kreuzberg), Berlin	2017	390291.9726384856	5816902.905711003	11.824324324324325
3.0	1540.0	110.0	Kopernikusstr. 3, Friedrichshain (Friedrichshain), Berlin	2017	394829.64483506884	5818979.2869144175	14.0
4.0	995.0	115.56	Lindenstraße 37, Köpenick (Köpenick), Berlin	2017	402926.3878563253	5812158.983360925	8.61024575977847
2.0	561.6	52.0	Newtonstraße 10, Adlershof (Treptow), Berlin	2017	399955.1331688964	5810279.992881983	10.8
5.0	1830.0	152.0	Rüdesheimer Str. 00, Wilmersdorf (Wilmersdorf), Berlin	2017	385523.0905697958	5815093.260674733	12.039473684210526
1.5	499.0	48.02	Manteuffelstraße 26, Tempelhof (Tempelhof), Berlin	2017	389637.6352880579	5813240.533537732	10.391503540191586
4.0	1000.0	147.0	Ruppiner Chaussee 291, Heiligensee (Reinickendorf), Berlin	2017	380898.49301646696	5831245.684315184	6.802721088435374
4.0	2099.0	182.35	Babelsberger Straße 43, Wilmersdorf (Wilmersdorf), Berlin	2017	386989.88465837867	5816324.180001596	11.510830819851934
2.0	896.0	54.29	Luisenstraße 52, Mitte (Mitte), Berlin	2017	390065.6563923349	5820594.448058138	16.50396021366734
2.0	745.0	62.09	Regattastr. 11, Grünau (Köpenick), Berlin	2017	403011.5382267479	5809476.8320853785	11.998711547753262
1.0	399.0	35.69	Stendaler Str. 53, Hellersdorf (Hellersdorf), Berlin	2017	405268.0872321974	5822100.939174922	11.179602129448025
4.0	599.0	82.91	Stendaler Str. 31, Hellersdorf (Hellersdorf), Berlin	2017	405284.1545293011	5821972.0712766675	7.224701483536365
2.0	459.0	47.36	Quedlinburger Straße 38, Hellersdorf (Hellersdorf), Berlin	2017	405818.5301426309	5821960.646632686	9.691722972972974
2.0	439.0	54.04	Kastanienallee 38, Hellersdorf (Hellersdorf), Berlin	2017	405191.9677332021	5822046.179178262	8.123612139156181
2.0	439.0	53.98	Kastanienallee 124, Hellersdorf (Hellersdorf), Berlin	2017	405166.3015992089	5822367.123308958	8.132641719155243
2.5	649.0	70.6	Zwinglistraße 13, Tiergarten (Tiergarten), Berlin	2017	386788.54458925367	5820819.19084132	9.192634560906516
4.0	1399.0	110.93	Pohlstraße 49, Tiergarten (Tiergarten), Berlin	2017	389045.3351518168	5817955.515790014	12.611556837645361
1.0	429.0	40.56	Otto-Suhr-Allee 116, Charlottenburg (Charlottenburg), Berlin	2017	385018.5256393765	5820024.801625553	10.576923076923077
3.0	1500.0	86.52	Kastanienallee 94, Prenzlauer Berg (Prenzlauer Berg), Berlin	2017	392180.4943915739	5822154.325655841	17.337031900138697
3.0	1013.0	77.95	Fregestraße 36, Steglitz (Steglitz), Berlin	2017	386733.28610886174	5814095.78440255	12.995509942270687
2.0	1202.0	89.0	Müllerstraße 60, Wedding (Wedding), Berlin	2017	387762.3537677684	5824077.381984241	13.50561797752809
4.0	1446.0	115.68	Badensche Straße 40, Wilmersdorf (Wilmersdorf), Berlin	2017	386752.9938320562	5816382.269225473	12.5
4.0	1659.0	138.22	Otto-Suhr-Allee 145, Charlottenburg (Charlottenburg), Berlin	2017	384661.879587619	5820143.89055426	12.002604543481407
4.0	1619.0	134.9	Otto-Suhr-Allee 145, Charlottenburg (Charlottenburg), Berlin	2017	384661.879587619	5820143.89055426	12.001482579688657
5.0	3255.6	217.04	Uhlandstraße 29, Charlottenburg (Charlottenburg), Berlin	2017	386286.66644342116	5818106.814716475	15.0
4.0	1190.0	120.0	Im Rehgrund 58, Heiligensee (Reinickendorf), Berlin	2017	380856.3851205409	5830458.822339195	9.916666666666666
2.0	1200.0	90.0	Saargemünder Str.  25, Dahlem (Zehlendorf), Berlin	2017	382543.6345698799	5812598.3158652885	13.333333333333334
3.0	896.5	81.56	Gallwitzallee 65, Lankwitz (Steglitz), Berlin	2017	387595.1788627409	5810128.354685975	10.991907797940167
1.0	340.0	41.0	Bellermannstr.  90, Wedding (Wedding), Berlin	2017	390564.3678735239	5823908.708151434	8.292682926829269
1.0	448.0	35.0	Inselstr. 11, Mitte (Mitte), Berlin	2017	392278.1944758898	5819155.467610676	12.8
2.0	599.0	54.0	Friedrichsruher Str. 33, Schmargendorf (Wilmersdorf), Berlin	2017	384398.4944760048	5816816.837917206	11.092592592592593
2.0	998.0	38.3	Chausseestraße 43, Mitte (Mitte), Berlin	2017	389988.6860205949	5821732.030575831	26.05744125326371
1.0	432.54	28.5	Müllerstraße 34, Wedding (Wedding), Berlin	2017	388528.7430751653	5823314.252128634	15.176842105263159
3.0	1143.05	82.83	Rigaer Str. 18D, Friedrichshain (Friedrichshain), Berlin	2017	395411.4653724005	5819702.990867906	13.799951708318241
2.0	940.0	88.0	Lückhoffstr.  30a, Nikolassee (Zehlendorf), Berlin	2017	377777.0886473841	5810458.120389262	10.681818181818182
2.0	649.21	75.86	Niemegker Straße 4, Marzahn (Marzahn), Berlin	2017	402804.7803276049	5824922.554110733	8.558001581861324
2.0	874.19	57.01	Ribbecker Straße 37, Friedrichsfelde (Lichtenberg), Berlin	2017	398828.5419391128	5818268.603503417	15.333976495351694
4.0	1837.0	167.0	Zillestr.  5, Charlottenburg (Charlottenburg), Berlin	2017	385536.9130138442	5819610.289515803	11.0
4.0	1124.45	109.17	Abram-Joffe-Straße 6, Adlershof (Treptow), Berlin	2017	400114.5306869921	5810340.250105849	10.299990839974352
2.0	511.44	59.47	Niederstraße 1, Rosenthal (Pankow), Berlin	2017	389300.5472153652	5827247.1594634475	8.599966369598118
3.0	702.27	78.03	Parksiedlung Spruch 3-137, Buckow (Neukölln), Berlin	2017	392017.47452721297	5809109.688085662	9.0
3.0	1220.0	63.64	Zehdenicker Str. 13, Mitte (Mitte), Berlin	2017	391670.6710983747	5821330.121499944	19.170333123821496
2.0	680.0	42.29	Romanshorner Weg 48, Reinickendorf (Reinickendorf), Berlin	2017	388186.33929416456	5825326.243815391	16.079451406952
3.0	755.82	71.71	Wandlitzstraße 23/25, Karlshorst (Lichtenberg), Berlin	2017	399498.94194791117	5815710.578561163	10.539952586807978
1.0	442.0	34.0	Grainauer Str. 12, Wilmersdorf (Wilmersdorf), Berlin	2017	386935.54823570186	5817575.231462335	13.0
2.0	1742.5	69.7	Friedrichstraße 213, Kreuzberg (Kreuzberg), Berlin	2017	390745.1995291798	5818538.359773197	25.0
3.0	1195.39	125.63	Baseler Straße 136, Lichterfelde (Steglitz), Berlin	2017	384053.3178133908	5810043.773097143	9.515163575579082
2.5	872.0	96.53	Huttenstraße 40, Tiergarten (Tiergarten), Berlin	2017	385811.24193689175	5821158.646149945	9.033461100176112
1.0	498.0	43.5	Ufnaustraße 7, Tiergarten (Tiergarten), Berlin	2017	385859.3511485194	5821326.493231711	11.448275862068966
1.0	619.2	51.6	Heilbronner Str. 21a, Schöneberg (Schöneberg), Berlin	2017	387357.5379652554	5817000.407869647	12.0
3.0	699.0	86.33	Graf-Haeseler-Straße  31, Reinickendorf (Reinickendorf), Berlin	2017	385685.470572801	5825643.364041024	8.096837715741922
2.0	872.0	83.05	Miquelstraße 27, Schmargendorf (Wilmersdorf), Berlin	2017	383478.62641072687	5814928.593435028	10.499698976520168
2.0	975.96	83.0	An der Filmfabrik 13, Köpenick (Köpenick), Berlin	2017	403857.1124924853	5812190.862525316	11.75855421686747
3.0	1390.0	118.05	Gubener Straße 25, Friedrichshain (Friedrichshain), Berlin	2017	394773.77327755024	5818936.121943632	11.77467174925879
2.0	849.0	64.0	Heinz Galinski Strasse 14, Wedding (Wedding), Berlin	2017	389635.90737851936	5824030.175358227	13.265625
4.0	3068.1	204.54	Mittelstraße 51, Mitte (Mitte), Berlin	2017	390631.223600517	5819864.048043557	15.0
7.0	2815.54	216.58	Hausvogteiplatz 13, Mitte (Mitte), Berlin	2017	391243.53617806116	5819300.6423507985	12.999999999999998
2.0	489.0	57.0	Mellenseestr. 33, Friedrichsfelde (Lichtenberg), Berlin	2017	398945.6884281973	5816856.007376272	8.578947368421053
1.0	470.0	33.51	Ufnaustraße 7, Tiergarten (Tiergarten), Berlin	2017	385859.3511485194	5821326.493231711	14.025663980901225
2.0	704.63	84.11	Bogenstr. 25, Lichterfelde (Steglitz), Berlin	2017	385617.4656345151	5809703.944165887	8.377481868981096
2.0	1400.0	100.0	Otto-Suhr-Allee 18/20, Charlottenburg (Charlottenburg), Berlin	2017	385857.1632558823	5819570.077687113	14.0
1.0	599.0	37.0	Gierkezeile 15, Charlottenburg (Charlottenburg), Berlin	2017	384828.82354042784	5819601.348151526	16.18918918918919
1.0	340.0	30.24	Dietzgenstraße 70, Niederschönhausen (Pankow), Berlin	2017	391725.559929389	5827599.695390672	11.243386243386244
2.5	539.0	52.56	Heidekampweg 5, Baumschulenweg (Treptow), Berlin	2017	396778.8968461561	5813477.216165244	10.254946727549466
2.0	1036.94	74.6	Otto-Suhr-Allee 18/20, Charlottenburg (Charlottenburg), Berlin	2017	385857.1632558823	5819570.077687113	13.900000000000002
2.0	1270.15	91.48	Schwedter Str. 22, Prenzlauer Berg (Prenzlauer Berg), Berlin	2017	391997.53214855155	5821716.171040399	13.884455618714474
3.0	989.85	65.99	Revaler Straße  8, Friedrichshain (Friedrichshain), Berlin	2017	394965.4590558312	5818735.010760256	15.000000000000002
3.0	1093.3	84.1	Revaler Straße  8, Friedrichshain (Friedrichshain), Berlin	2017	394965.4590558312	5818735.010760256	13.0
5.0	2150.0	155.0	Cauerstrasse 25, Charlottenburg (Charlottenburg), Berlin	2017	385869.4756707032	5820027.65491175	13.870967741935484
1.0	780.0	59.0	Lietzenburger Straße 88, Charlottenburg (Charlottenburg), Berlin	2017	386093.6612935949	5817981.878152885	13.220338983050848
2.0	595.0	47.83	Prenzlauer Allee 193, Prenzlauer Berg (Prenzlauer Berg), Berlin	2017	393057.2239837787	5822300.7453544075	12.439891281622414
1.0	464.75	37.18	Gärtnerstraße 21, Friedrichshain (Friedrichshain), Berlin	2017	395559.7537647479	5819081.9178495025	12.5
2.0	2132.56	69.92	Pfeddersheimer Weg 61-67, Nikolassee (Zehlendorf), Berlin	2017	378005.11165950296	5809887.233550744	30.5
2.0	502.88	67.41	Kirchhofstr. 30, Neukölln (Neukölln), Berlin	2017	394073.25203707203	5814515.48047277	7.460020768431984
3.0	994.0	98.0	Rettigweg 1, Pankow (Pankow), Berlin	2017	391256.87228212407	5824970.704303975	10.142857142857142
2.0	501.0	65.75	Philipp-Jacob-Rauch-Str. 15, Müggelheim (Köpenick), Berlin	2017	408309.60598067724	5808020.81636768	7.619771863117871
3.5	1950.0	116.91	Alex-Wedding-Straße 5, Mitte (Mitte), Berlin	2017	392484.9936917686	5820639.620854255	16.67949704901206
3.0	1450.0	104.59	Alex-Wedding-Straße 7, Mitte (Mitte), Berlin	2017	392442.2938996329	5820535.369938508	13.863658093507983
2.5	1505.0	88.89	Alex-Wedding-Straße 5, Mitte (Mitte), Berlin	2017	392484.9936917686	5820639.620854255	16.931038362020473
1.0	389.0	30.0	Arendsweg 1, Alt-Hohenschönhausen (Hohenschönhausen), Berlin	2017	398612.8085680337	5821643.125450221	12.966666666666667
3.0	1130.0	72.93	Holzmarktstraße 63, Mitte (Mitte), Berlin	2017	392826.28931982	5819520.69057088	15.49430961195667
2.0	980.0	51.47	Weinbergsweg 11, Mitte (Mitte), Berlin	2017	391709.25879963016	5821387.8769242475	19.040217602486887
1.0	469.0	36.0	Leibnizstr. 35a, Charlottenburg (Charlottenburg), Berlin	2017	385584.8791393675	5818725.1324339835	13.027777777777779
1.0	389.0	30.0	Arendsweg 1, Alt-Hohenschönhausen (Hohenschönhausen), Berlin	2017	398612.8085680337	5821643.125450221	12.966666666666667
2.0	655.44	54.62	Friedrichsbrunner Straße 40, Britz (Neukölln), Berlin	2017	393327.7065233629	5813140.581415293	12.000000000000002
3.0	547.0	89.0	Maulbeerallee 51, Staaken (Spandau), Berlin	2017	375354.14195062796	5820868.497317572	6.146067415730337
3.0	499.0	88.0	Maulbeerallee 53, Staaken (Spandau), Berlin	2017	375353.6108354017	5820868.432934941	5.670454545454546
2.0	442.3	64.67	Magistratsweg 10, Staaken (Spandau), Berlin	2017	375343.3533621652	5820659.891725281	6.83933817844441
2.0	429.0	58.0	Zabel-Krüger-Damm 50, Waidmannslust (Reinickendorf), Berlin	2017	387287.75642673374	5830221.060084063	7.396551724137931
3.0	1490.0	100.0	Friedrich-Wilhelm-Platz 4, Friedenau (Schöneberg), Berlin	2017	386403.1924760162	5814933.85794156	14.9
1.0	623.7	44.55	Mommsenstr. 12, Charlottenburg (Charlottenburg), Berlin	2017	385686.4684630746	5818360.454072445	14.000000000000002
3.0	1603.5	106.0	Otto-Suhr-Allee 18/20, Charlottenburg (Charlottenburg), Berlin	2017	385857.1632558823	5819570.077687113	15.127358490566039
3.0	880.0	84.33	Schnellerstr. 67, Niederschöneweide (Treptow), Berlin	2017	399872.9598757293	5812398.842042454	10.435195066998697
3.0	1454.0	116.3	Schreiberhauer Strasse 23, Lichtenberg (Lichtenberg), Berlin	2017	396489.9934456261	5818320.781202755	12.502149613069648
2.0	586.32	55.84	Bratvogelweg 18, Rosenthal (Pankow), Berlin	2017	390025.6071339168	5828246.727680509	10.5
2.0	562.4	55.96	Abram-Joffe-Straße 8, Adlershof (Treptow), Berlin	2017	400114.5306869921	5810340.250105849	10.050035739814152
3.0	1548.0	103.0	Otto-Suhr-Allee 18/20, Charlottenburg (Charlottenburg), Berlin	2017	385857.1632558823	5819570.077687113	15.029126213592233
3.0	1998.0	143.3	Otto-Suhr-Allee 18/20, Charlottenburg (Charlottenburg), Berlin	2017	385857.1632558823	5819570.077687113	13.942777390090718
3.0	2098.0	143.3	Otto-Suhr-Allee 18/20, Charlottenburg (Charlottenburg), Berlin	2017	385857.1632558823	5819570.077687113	14.640614096301464
2.0	3920.0	196.04	Otto-Suhr-Allee 18/20, Charlottenburg (Charlottenburg), Berlin	2017	385857.1632558823	5819570.077687113	19.995919200163232
1.0	1490.0	25.0	Otto-Braun Strasse 67, Mitte (Mitte), Berlin	2017	392685.7493433814	5820514.628015342	59.6
2.0	1690.0	34.0	Otto-Braun Strasse 67, Mitte (Mitte), Berlin	2017	392685.7493433814	5820514.628015342	49.705882352941174
2.0	450.0	37.6	Heidenfeldstr. 2, Friedrichshain (Friedrichshain), Berlin	2017	394804.24002325616	5820606.327262288	11.968085106382977
3.0	1250.0	113.3	Regattastr. 11, Grünau (Köpenick), Berlin	2017	403011.5382267479	5809476.8320853785	11.032656663724625
4.0	1427.03	129.73	Dahlmannstraße  6, Charlottenburg (Charlottenburg), Berlin	2017	384845.0863552379	5818272.878906656	11.0
3.0	693.3	86.65	Pfarrer-Theile-Straße 39, Staaken (Spandau), Berlin	2017	374272.2853763298	5821133.385278327	8.001154068090017
3.0	746.29	100.85	Friedrich-Wilhelm-Str. 41a, Tempelhof (Tempelhof), Berlin	2017	389536.8694130904	5813364.369668745	7.4
3.0	1400.0	98.4	Schillerstraße 64, Charlottenburg (Charlottenburg), Berlin	2017	384700.9883217688	5819063.493969353	14.227642276422763
3.0	985.0	76.63	Einbecker Str. 101, Friedrichsfelde (Lichtenberg), Berlin	2017	398953.5261583377	5818506.201070264	12.85397363956675
5.0	2100.0	120.3	Dunckerstr. 72, Prenzlauer Berg (Prenzlauer Berg), Berlin	2017	392990.7604072323	5822751.194230108	17.456359102244388
1.0	390.38	60.96	Kloster-Zinna-Str.  12, Lichtenrade (Tempelhof), Berlin	2017	392199.1771315908	5807029.2400225215	6.403871391076115
2.0	1180.0	85.8	Habersaathstraße 36c, Mitte (Mitte), Berlin	2017	389970.98109571094	5821372.111715852	13.752913752913754
2.0	640.0	61.75	Deulstr. 30a, Oberschöneweide (Köpenick), Berlin	2017	398891.3523616551	5813752.4857697	10.364372469635628
2.0	694.0	69.4	Sachsenstraße 26, Niederschönhausen (Pankow), Berlin	2017	390058.2263141807	5827127.119801123	10.0
3.0	1350.0	115.88	Emdener Straße 28, Tiergarten (Tiergarten), Berlin	2017	387054.6654333444	5821548.794268706	11.64998274076631
4.0	1036.42	94.22	Machnower Str. 11, Zehlendorf (Zehlendorf), Berlin	2017	381533.34668837383	5810299.24069842	11.000000000000002
4.0	4627.0	231.33	Bismarckallee 0, Grunewald (Wilmersdorf), Berlin	2017	383502.7761403428	5817084.429430177	20.00172913154368
5.0	2499.0	211.0	Bornholmer Str. 90, Prenzlauer Berg (Prenzlauer Berg), Berlin	2017	392337.8501691422	5823740.850317338	11.843601895734597
4.0	795.0	86.03	Hauptstr. 3, Rosenthal (Pankow), Berlin	2017	389308.46118491155	5827288.620847235	9.240962454957574
4.0	741.34	85.0	Liebermannstr. 132, Weißensee (Weißensee), Berlin	2017	397015.7789456921	5824513.286657318	8.72164705882353
3.0	695.0	82.0	Marienfelder Allee 172a, Marienfelde (Tempelhof), Berlin	2017	388448.2847637306	5808018.7729018275	8.475609756097562
2.0	578.25	64.25	Am Steinberg 14, Weißensee (Weißensee), Berlin	2017	393646.0901314353	5824141.798508444	9.0
2.0	595.0	62.0	Lüderitzstr. 77, Wedding (Wedding), Berlin	2017	387525.16344626975	5824027.19048284	9.596774193548388
3.0	1386.84	106.68	Boxhagener Straße 61, Friedrichshain (Friedrichshain), Berlin	2017	396152.7545220896	5818436.918604805	12.999999999999998
2.0	899.58	58.95	Boxhagener Straße 50, Friedrichshain (Friedrichshain), Berlin	2017	395916.5555547916	5818676.525545926	15.260050890585243
2.0	542.0	62.8	Malteserstr. 150 a, Marienfelde (Tempelhof), Berlin	2017	388519.90974032186	5808838.422996726	8.630573248407643
3.0	1480.0	92.5	Linienstrasse 41, Mitte (Mitte), Berlin	2017	392111.35362148366	5820998.124001705	16.0
3.0	1432.0	89.5	Linienstrasse 41, Mitte (Mitte), Berlin	2017	392111.35362148366	5820998.124001705	16.0
3.0	850.0	61.09	Einbecker Str. 101, Friedrichsfelde (Lichtenberg), Berlin	2017	398953.5261583377	5818506.201070264	13.913897528237026
3.0	925.0	67.97	Rudolf-Seiffert-Str. 60, Lichtenberg (Lichtenberg), Berlin	2017	396239.1218012285	5820505.298548826	13.608945122848315
2.0	695.0	47.46	Franz-Jacob-Str. 1, Lichtenberg (Lichtenberg), Berlin	2017	395831.6882001197	5820530.150145718	14.643910661609777
2.0	481.8	71.91	Bizetstraße 102, Weißensee (Weißensee), Berlin	2017	395574.55234645907	5823215.2866114015	6.700041718815186
2.0	830.0	54.4	Einbecker Str. 43, Friedrichsfelde (Lichtenberg), Berlin	2017	398495.7594877124	5818753.046804734	15.257352941176471
3.0	790.0	62.6	Neustrelitzer Straße 3, Alt-Hohenschönhausen (Hohenschönhausen), Berlin	2017	397698.6288399569	5821950.0499640675	12.619808306709265
3.0	1015.0	77.25	Einbecker Straße 52, Friedrichsfelde (Lichtenberg), Berlin	2017	398568.66330422007	5818714.105643042	13.13915857605178
2.0	620.0	46.97	Einbecker Str. 101, Friedrichsfelde (Lichtenberg), Berlin	2017	398953.5261583377	5818506.201070264	13.199914839259101
4.0	671.77	92.53	Möllentordamm 8, Spandau (Spandau), Berlin	2017	378481.3997461696	5822613.153036299	7.260023776072625
2.0	770.0	50.5	Sybelstr. 30, Charlottenburg (Charlottenburg), Berlin	2017	384488.7921892701	5818251.507697238	15.247524752475247
2.5	1730.0	96.0	Kurfürstendamm 193, Charlottenburg (Charlottenburg), Berlin	2017	385818.85790808225	5818100.955282204	18.020833333333332
6.0	2900.0	193.27	Nassauische Straße 53, Wilmersdorf (Wilmersdorf), Berlin	2017	386396.87881886883	5816874.572969841	15.004915403321776
2.0	825.0	64.21	Prinzenstr. 7, Lichterfelde (Steglitz), Berlin	2017	385863.58491265227	5809728.166642837	12.848465971032551
2.0	575.28	56.4	Flemmingstraße 32, Köpenick (Köpenick), Berlin	2017	402736.39952251024	5811643.542231056	10.2
1.0	480.0	46.7	Angerburger Allee 13, Charlottenburg (Charlottenburg), Berlin	2017	379573.9257614709	5819028.324667042	10.278372591006423
2.5	1581.0	102.0	Eosanderstr. 12, Charlottenburg (Charlottenburg), Berlin	2017	384827.7580300914	5820284.118739308	15.5
2.0	653.0	71.72	Heerstraße  11, Charlottenburg (Charlottenburg), Berlin	2017	382439.3170567607	5819031.799769953	9.104852203011712
2.0	565.0	62.0	Heerstraße  11, Charlottenburg (Charlottenburg), Berlin	2017	382439.3170567607	5819031.799769953	9.112903225806452
6.0	3500.0	220.0	Bayerische Strasse 9, Wilmersdorf (Wilmersdorf), Berlin	2017	385508.5144631723	5817658.8671216825	15.909090909090908
4.0	1030.0	103.0	Newtonstraße 10, Adlershof (Treptow), Berlin	2017	399955.1331688964	5810279.992881983	10.0
4.0	1080.0	107.02	Grabbeallee  44, Niederschönhausen (Pankow), Berlin	2017	391488.1474282743	5826279.248578385	10.091571668846944
2.0	998.0	66.8	Otto-Suhr-Allee 18/20, Charlottenburg (Charlottenburg), Berlin	2017	385857.1632558823	5819570.077687113	14.940119760479043
1.0	429.0	39.0	Mellenseestr. 36, Friedrichsfelde (Lichtenberg), Berlin	2017	399079.5999711597	5816849.666075525	11.0
2.0	951.5	73.76	Revaler Straße 11, Friedrichshain (Friedrichshain), Berlin	2017	395081.1608348984	5818705.01398064	12.899945770065075
3.0	733.95	69.6	Bruno-Bürgel-Weg 31, Niederschöneweide (Treptow), Berlin	2017	400508.0079422668	5812386.154588474	10.545258620689657
4.0	1519.0	138.0	Karpfenteichstraße 16, Plänterwald (Treptow), Berlin	2017	395911.78569595155	5815917.167312107	11.007246376811594
1.0	1040.38	39.86	Thaerstr. 44, Friedrichshain (Friedrichshain), Berlin	2017	395079.26975030225	5819996.746473032	26.100852985449073
3.0	1141.63	87.9	Bruno-Bürgel-Weg 43 A, Niederschöneweide (Treptow), Berlin	2017	400586.9075891243	5812400.456523271	12.987827076222981
2.0	1058.55	66.15	Schwartzkopffstraße 7 L, Mitte (Mitte), Berlin	2017	390177.9216102525	5821763.612571416	16.002267573696145
3.0	1053.92	97.59	Ringstr. 82, Tempelhof (Tempelhof), Berlin	2017	389450.407005704	5811706.797182187	10.79946715852034
3.0	1593.56	96.57	Schwartzkopffstraße 7 L, Mitte (Mitte), Berlin	2017	390177.9216102525	5821763.612571416	16.501605053329193
3.0	888.63	71.09	Birkbuschstraße 76/77, Steglitz (Steglitz), Berlin	2017	386173.737771955	5812231.609184883	12.500070333380222
2.0	1091.8	66.16	Schwartzkopffstraße 7 L, Mitte (Mitte), Berlin	2017	390177.9216102525	5821763.612571416	16.50241837968561
2.0	1010.93	69.71	Schwartzkopffstraße 7 H, Mitte (Mitte), Berlin	2017	390177.9216102525	5821763.612571416	14.501936594462775
4.0	1582.55	98.9	Schwartzkopffstraße 7 L, Mitte (Mitte), Berlin	2017	390177.9216102525	5821763.612571416	16.001516683518705
2.0	599.0	56.67	Mörikestraße 36, Baumschulenweg (Treptow), Berlin	2017	396925.7583400777	5813777.553660093	10.569966472560438
4.0	1585.15	94.91	Schwartzkopffstraße 7 H, Mitte (Mitte), Berlin	2017	390177.9216102525	5821763.612571416	16.701612053524393
4.0	1657.07	94.68	Schwartzkopffstraße 7 H, Mitte (Mitte), Berlin	2017	390177.9216102525	5821763.612571416	17.501795521757497
2.0	1259.12	71.96	Chausseestraße 39, Mitte (Mitte), Berlin	2017	390071.2194288045	5821621.391456958	17.497498610339075
4.0	1777.87	104.57	Chausseestraße 39, Mitte (Mitte), Berlin	2017	390071.2194288045	5821621.391456958	17.001721334990915
3.0	975.0	92.0	Friedrich Engels Strasse 3, Niederschönhausen (Pankow), Berlin	2017	391376.032609823	5826774.319419059	10.597826086956522
3.0	1421.55	83.61	Chausseestraße 39, Mitte (Mitte), Berlin	2017	390071.2194288045	5821621.391456958	17.0021528525296
3.0	1265.43	79.1	Chausseestraße 39, Mitte (Mitte), Berlin	2017	390071.2194288045	5821621.391456958	15.99785082174463
3.0	1386.55	80.39	Chausseestraße 39, Mitte (Mitte), Berlin	2017	390071.2194288045	5821621.391456958	17.24779201393208
3.0	1533.81	101.88	Chausseestraße 41, Mitte (Mitte), Berlin	2017	390023.48177903186	5821685.15750894	15.055064782096585
3.0	1666.67	98.03	Chausseestraße 41, Mitte (Mitte), Berlin	2017	390023.48177903186	5821685.15750894	17.001632153422424
3.0	1518.55	97.96	Chausseestraße 41, Mitte (Mitte), Berlin	2017	390023.48177903186	5821685.15750894	15.501735402204982
3.0	1568.81	98.04	Chausseestraße 41, Mitte (Mitte), Berlin	2017	390023.48177903186	5821685.15750894	16.00173398612811
3.0	459.82	68.63	Achillesstr. 64, Karow (Weißensee), Berlin	2017	397731.8015861756	5830735.0378603125	6.699985429112633
5.0	984.9	115.87	Straße 614 Haus-Nr. 102, Britz (Neukölln), Berlin	2017	393885.5924970149	5813088.887144766	8.500043151808061
3.0	699.0	80.0	Arendsweg 1, Alt-Hohenschönhausen (Hohenschönhausen), Berlin	2017	398612.8085680337	5821643.125450221	8.7375
3.0	539.0	62.0	Arendsweg 1, Alt-Hohenschönhausen (Hohenschönhausen), Berlin	2017	398612.8085680337	5821643.125450221	8.693548387096774
3.0	1365.0	85.31	Rungestraße 21, Mitte (Mitte), Berlin	2017	392725.6564428088	5819211.946598149	16.000468878208885
3.0	1372.0	80.75	Rungestraße 21, Mitte (Mitte), Berlin	2017	392725.6564428088	5819211.946598149	16.990712074303406
3.0	877.0	87.71	Falkenhagener Str. 42, Spandau (Spandau), Berlin	2017	377808.2585757253	5823393.185144771	9.99885987914719
2.0	461.55	50.72	Gellertstraße 16, Adlershof (Treptow), Berlin	2017	401092.10859291826	5810476.279361875	9.099960567823345
3.0	696.78	77.42	Gellertstr. 30, Adlershof (Treptow), Berlin	2017	401149.12095615186	5810405.523250641	9.0
3.0	475.8	71.55	Romanshorner Weg  122, Reinickendorf (Reinickendorf), Berlin	2017	388172.3305353738	5825810.631347638	6.649895178197065
1.0	433.0	33.0	Halskestr. 32, Steglitz (Steglitz), Berlin	2017	387609.7646918223	5812357.366768952	13.121212121212121
3.0	659.36	84.75	Niemegker Straße 2, Marzahn (Marzahn), Berlin	2017	402770.9806163261	5824927.676816639	7.780058997050148
3.0	573.15	76.42	Stillerzeile 34, Friedrichshagen (Köpenick), Berlin	2017	405739.94813871046	5812689.168649968	7.499999999999999
