2450|178|6|Helmstedter Straße 8, Wilmersdorf (Wilmersdorf), Berlin|52.4900745|13.3339627|2017-06-24
2500|178.63|4|Neuenburger Str. 19, Kreuzberg (Kreuzberg), Berlin|52.4996719|13.3995671|2017-06-24
760|69.51|2|Tabbertstraße 38, Oberschöneweide (Köpenick), Berlin|52.4634766|13.5069023|2017-06-24
1159,50|77.3|3|Regensburger Straße 13b, Wilmersdorf (Wilmersdorf), Berlin|52.49622|13.33361|2017-06-24
1775|168.8|3|Inselstraße 13, Mitte (Mitte), Berlin|52.5115641|13.4131332|2017-06-24
1685|195|7|Lutherstr. 18, Steglitz (Steglitz), Berlin|52.45133999999999|13.32546|2017-06-24
1200|119|4|Allee der Kosmonauten 17, Friedrichsfelde (Lichtenberg), Berlin|52.5229108|13.511372|2017-06-24
1119|93|3|Stienitzseestraße 3, Adlershof (Treptow), Berlin|52.44154469999999|13.5526946|2017-06-24
1480|80|3|Pasteurstraße 25, Prenzlauer Berg (Prenzlauer Berg), Berlin|52.5331431|13.4346273|2017-06-24
1562,56|104.94|3|Pasteurstraße 23, Prenzlauer Berg (Prenzlauer Berg), Berlin|52.53308089999999|13.4343085|2017-06-24
1048|73.2|2|Sophie-Charlotten-Straße 115, Charlottenburg (Charlottenburg), Berlin|52.5228773|13.2869675|2017-06-24
620|62|2|Parrisiusstraße 37, Köpenick (Köpenick), Berlin|52.4564935|13.5836289|2017-06-24
649,62|93.74|3,5|Adlergestell 253, Adlershof (Treptow), Berlin|52.43614160000001|13.5416371|2017-06-24
1208|96.63|4|Berlichingenstraße 18, Tiergarten (Tiergarten), Berlin|52.5311337|13.3251139|2017-06-24
1287|139|4|Stewardstr. 21, Dahlem (Zehlendorf), Berlin|52.4524839|13.2606508|2017-06-24
1670|127.2|4|Kopenhagener Straße 48, Prenzlauer Berg (Prenzlauer Berg), Berlin|52.5483804|13.4041277|2017-06-24
601|66.69|2|Karlstrasse 45, Köpenick (Köpenick), Berlin|52.43920319999999|13.5789653|2017-06-24
550|57.66|2|Karlstrasse 43, Köpenick (Köpenick), Berlin|52.43926769999999|13.5790079|2017-06-24
554,62|67.39|3|Hohenzollernplatz 6, Nikolassee (Zehlendorf), Berlin|52.43102820000001|13.1938767|2017-06-24
382,20|41.69|1|Hohenzollernplatz 6, Nikolassee (Zehlendorf), Berlin|52.43102820000001|13.1938767|2017-06-24
1300|127.88|4|Eintrachtstraße 6, Pankow (Pankow), Berlin|52.572184|13.4096698|2017-06-24
597|67.85|2|Heegermühler Weg 43  a, Niederschönhausen (Pankow), Berlin|52.5832521|13.3714321|2017-06-24
490,98|73.28|3|Achillesstr. 60, Karow (Weißensee), Berlin|52.6169765|13.4894072|2017-06-24
457|45.55|1|Kaiserdamm 32, Charlottenburg (Charlottenburg), Berlin|52.5100954|13.2784928|2017-06-24
1290|21|1,5|Otto-Braun Strasse 67, Mitte (Mitte), Berlin|52.5241556|13.4182118|2017-06-24
2990|55|4|Otto-Braun Strasse 67, Mitte (Mitte), Berlin|52.5241556|13.4182118|2017-06-24
621|61.73|2,5|Hoeppnerstr 4, Tempelhof (Tempelhof), Berlin|52.47194|13.38467|2017-06-24
1026|108|3|Katzbachstr. 1, Kreuzberg (Kreuzberg), Berlin|52.4912806|13.3764477|2017-06-24
1607,08|162.33|5,5|Waitzstraße 3, Charlottenburg (Charlottenburg), Berlin|52.5029535|13.3053546|2017-06-24
721|90.08|3|Käthe-Heinemann-Weg 3, Staaken (Spandau), Berlin|52.5270833|13.142966|2017-06-24
2333|137.26|4,5|Melanchthonstr. 16, Tiergarten (Tiergarten), Berlin|52.52159|13.35213|2017-06-24
712|74.74|3|Unter den Eichen 93, Lichterfelde (Steglitz), Berlin|52.44435499999999|13.291311|2017-06-24
805|100.38|3|Flankenschanze 9, Spandau (Spandau), Berlin|52.5452013|13.20045|2017-06-24
459|51|2|Hönower Straße 87, Mahlsdorf (Hellersdorf), Berlin|52.51271449999999|13.6119928|2017-06-24
858|78|3|Wollankstr. 105, Pankow (Pankow), Berlin|52.5650734|13.3950062|2017-06-24
540,82|71.16|3|Hans-Fallada-Straße 4, Biesdorf (Marzahn), Berlin|52.5280844|13.5746486|2017-06-24
857,70|57.18|2,5|Trabener Straße 19, Grunewald (Wilmersdorf), Berlin|52.4889069|13.2672161|2017-06-24
599|58.75|2|Gustav Adolf Str. 1, Weißensee (Weißensee), Berlin|52.5516926|13.4310557|2017-06-24
728,69|60.18|2|Sybelstr. 28, Charlottenburg (Charlottenburg), Berlin|52.5021978|13.2989966|2017-06-24
695|49.66|2|Habersaathstraße 38d, Mitte (Mitte), Berlin|52.53152|13.37869|2017-06-24
634,36|82.15|3|Bölschestraße 105, Friedrichshagen (Köpenick), Berlin|52.45165739999999|13.624488|2017-06-24
1525|132.6|4|Fohlenweg 10, Dahlem (Zehlendorf), Berlin|52.4672574|13.2767307|2017-06-24
468,27|42.57|1|Sesenheimer Straße 13, Charlottenburg (Charlottenburg), Berlin|52.510344|13.3074589|2017-06-24
792,20|46.6|1|Jägerstraße 5, Mitte (Mitte), Berlin|52.51335|13.38595|2017-06-24
436,50|43.65|1|Marienfelder Allee 180, Marienfelde (Tempelhof), Berlin|52.4098726|13.3599528|2017-06-24
577,93|81.86|2,5|Töpchiner Weg 185, Lichtenrade (Tempelhof), Berlin|52.4026945|13.4127305|2017-06-24
800|51.37|2|Brehmestraße 44, Pankow (Pankow), Berlin|52.5618789|13.3993861|2017-06-24
600|36.08|1|Tassostr. 7, Weißensee (Weißensee), Berlin|52.5507761|13.4534686|2017-06-24
1650|84.34|3|Elsenstraße 63, Neukölln (Neukölln), Berlin|52.48415|13.4472|2017-06-24
730|41.2|1,5|Thulestr. 15, Pankow (Pankow), Berlin|52.55540509999999|13.417362|2017-06-24
597,01|74.95|3|Nordhauser Straße 18, Charlottenburg (Charlottenburg), Berlin|52.52487000000001|13.30511|2017-06-24
406,25|25|1|Steffelbauer Str. 20-24, Oberschöneweide (Köpenick), Berlin|52.4577933|13.5348295|2017-06-24
504|49.6|2|Steffelbauer Str. 20-24, Oberschöneweide (Köpenick), Berlin|52.4577933|13.5348295|2017-06-24
1085,48|148.29|5|Egelpfuhlstraße 44, Spandau (Spandau), Berlin|52.5327784|13.169536|2017-06-24
650|62.5|3|Laehr´scher Jagdweg  24, Zehlendorf (Zehlendorf), Berlin|52.41381999999999|13.26803|2017-06-24
782,25|74.5|2,5|Hohenzollerndamm 73, Schmargendorf (Wilmersdorf), Berlin|52.4826701|13.29074|2017-06-24
1700|165|5|Wundtstr. 17, Charlottenburg (Charlottenburg), Berlin|52.51164499999999|13.2936516|2017-06-24
639|76.73|2|Kirchhofstraße 1, Spandau (Spandau), Berlin|52.5448036|13.2071944|2017-06-24
733,61|62.17|3|Büchnerweg 71, Adlershof (Treptow), Berlin|52.43375649999999|13.5495517|2017-06-24
1020,36|85.03|3|Büchnerweg 71, Adlershof (Treptow), Berlin|52.43375649999999|13.5495517|2017-06-24
767,77|71.09|2|Büchnerweg 73, Adlershof (Treptow), Berlin|52.4336455|13.5492573|2017-06-24
612,84|53.29|2|Büchnerweg 73, Adlershof (Treptow), Berlin|52.4336455|13.5492573|2017-06-24
1360|104.32|3|Idastraße 2, Niederschönhausen (Pankow), Berlin|52.5832833|13.4122475|2017-06-24
615,04|76.88|2|Dietzgenstraße 55, Niederschönhausen (Pankow), Berlin|52.5856067|13.4026411|2017-06-24
634,64|79.33|2|Dietzgenstraße 55, Niederschönhausen (Pankow), Berlin|52.5856067|13.4026411|2017-06-24
865,56|72.13|2|Neue Bahnhofstraße 26 a, Friedrichshain (Friedrichshain), Berlin|52.50654300000001|13.4703136|2017-06-24
699|50|2|Forster Str. 46, Kreuzberg (Kreuzberg), Berlin|52.49448|13.4328|2017-06-24
750|57.33|3|Romanshorner Weg 23, Reinickendorf (Reinickendorf), Berlin|52.56488|13.35049|2017-06-24
649|82|3|Marzahner Chaussee 194, Marzahn (Marzahn), Berlin|52.52447|13.53463|2017-06-24
1399|100|4|Friedbergstr. 9, Charlottenburg (Charlottenburg), Berlin|52.50445999999999|13.2970365|2017-06-24
1330|93|3|Schreiner Str. 8, Friedrichshain (Friedrichshain), Berlin|52.5173414|13.4641387|2017-06-24
433|37.78|1|Schulenburgring 123, Tempelhof (Tempelhof), Berlin|52.48209|13.38315|2017-06-24
571|56.49|2|Gensinger Straße 29, Friedrichsfelde (Lichtenberg), Berlin|52.5124625|13.5286634|2017-06-24
501|47.02|1|Kaiserdamm 32, Charlottenburg (Charlottenburg), Berlin|52.5100954|13.2784928|2017-06-24
1149|84|4|Sternstraße 3, Wedding (Wedding), Berlin|52.56439|13.38949|2017-06-24
535|38|1,5|Herrfurthstraße 8, Neukölln (Neukölln), Berlin|52.47738589999999|13.4232999|2017-06-24
1499|136|6|Schlieperstraße  46, Tegel (Reinickendorf), Berlin|52.5856866|13.2783339|2017-06-24
805|79.68|3|Gensinger Straße 29, Friedrichsfelde (Lichtenberg), Berlin|52.5124625|13.5286634|2017-06-24
844|86.95|2|Kottbusser Damm 35, Kreuzberg (Kreuzberg), Berlin|52.4881989|13.4247689|2017-06-24
585|68.92|3|Genterstraße 70, Wedding (Wedding), Berlin|52.54921880000001|13.3513537|2017-06-24
612,75|49.02|1|Stuttgarter Str. 13, Neukölln (Neukölln), Berlin|52.479299|13.4467385|2017-06-24
397|43.47|1|Kiefholzstraße 188, Baumschulenweg (Treptow), Berlin|52.4647959|13.4877666|2017-06-24
524|59|2|Scharnweberstraße 126, Reinickendorf (Reinickendorf), Berlin|52.56484|13.32407|2017-06-24
781|72.18|2|Czarnikauer Straße 8a, Prenzlauer Berg (Prenzlauer Berg), Berlin|52.5536592|13.4043658|2017-06-24
645|62.58|3|Gensinger Straße 31, Friedrichsfelde (Lichtenberg), Berlin|52.51232530000001|13.5286511|2017-06-24
540|68.28|2|Hansastraße 14, Wedding (Wedding), Berlin|52.5584891|13.3698861|2017-06-24
519|72.06|2|Holländerstraße 20, Reinickendorf (Reinickendorf), Berlin|52.5622337|13.3586021|2017-06-24
607|64.46|2|Leberstraße 37, Schöneberg (Schöneberg), Berlin|52.48290950000001|13.3617719|2017-06-24
477|55.78|2|Kiefholzstraße 188, Baumschulenweg (Treptow), Berlin|52.4647959|13.4877666|2017-06-24
491,79|50.82|2|Grünlingweg 14, Buckow (Neukölln), Berlin|52.44034|13.45627|2017-06-24
828|81.98|3|Gensinger Straße 31, Friedrichsfelde (Lichtenberg), Berlin|52.51232530000001|13.5286511|2017-06-24
639|78.96|3|Gartenfelder Str. 74 e, Haselhorst (Spandau), Berlin|52.54382|13.24227|2017-06-24
1587,29|151.17|3|Zähringerstraße 29, Wilmersdorf (Wilmersdorf), Berlin|52.4957292|13.3119601|2017-06-24
430,82|33.14|1|Albrechtstraße 35, Steglitz (Steglitz), Berlin|52.45206|13.33242|2017-06-24
1035|103.41|4|Gensinger Straße 33, Friedrichsfelde (Lichtenberg), Berlin|52.51222060000001|13.5286418|2017-06-24
795|58.1|2|Erich-Weinert-Straße 130, Prenzlauer Berg (Prenzlauer Berg), Berlin|52.5443203|13.4382598|2017-06-24
453|38.21|1|Willmanndamm 3, Schöneberg (Schöneberg), Berlin|52.4905076|13.3638103|2017-06-24
935|93.41|4|Chamissostraße 6, Spandau (Spandau), Berlin|52.5603955|13.2092747|2017-06-24
677|67.64|3|Hausburgstraße 5, Friedrichshain (Friedrichshain), Berlin|52.5267152|13.4525896|2017-06-24
617|53.64|2|Drontheimer Straße 27, Wedding (Wedding), Berlin|52.55945|13.37651|2017-06-24
699|59.65|2,5|Soldiner Straße 58, Wedding (Wedding), Berlin|52.560667|13.3780548|2017-06-24
350|35.9|1|Otto-Suhr-Allee 56, Charlottenburg (Charlottenburg), Berlin|52.51605|13.31201|2017-06-24
800|54.7|2|Groninger Straße 37, Wedding (Wedding), Berlin|52.55456|13.36117|2017-06-24
1782,35|114.99|3|Flottwellstr. 44, Tiergarten (Tiergarten), Berlin|52.5031599|13.3727079|2017-06-24
440|34|2|Regattastraße 66, Grünau (Köpenick), Berlin|52.4219394|13.5765997|2017-06-24
395|43.61|1|Pistoriusstraße 26, Weißensee (Weißensee), Berlin|52.5525829|13.4507261|2017-06-24
